experiment_id,variant,id,mode,reviewer,review_kind,correct,notes,response_sha256
base-ce4e82f1e5d1ff640d50,base,dev-007,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,처음부터 날개가 있다는 긍정이 발달 과정과 모순된다. 학습본은 애벌레와 번데기 과정도 빠졌다.,d468f84ea6143ac52497054eef716aa3befbd9bfeb31189df227f0cd607dffda
base-ce4e82f1e5d1ff640d50,base,dev-007,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,처음부터 날개가 있다는 긍정이 발달 과정과 모순된다. 학습본은 애벌레와 번데기 과정도 빠졌다.,b35b4723036dec2047e432dc27063afa2792560e8e9ff7c22ef69599183600ee
adapter-0b228d69c1164295596a,adapter,dev-007,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,처음부터 날개가 있다는 긍정이 발달 과정과 모순된다. 학습본은 애벌레와 번데기 과정도 빠졌다.,a20923f45697b4583cebcfac2f43c0ef5af2e990b47a04f23e2f399123a35b2f
adapter-0b228d69c1164295596a,adapter,dev-007,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,처음부터 날개가 있다는 긍정이 발달 과정과 모순된다. 학습본은 애벌레와 번데기 과정도 빠졌다.,f5f3721a5e6e261b39eb5e5f0f9e9c7070aad34f1140d43d3eda99dfe97ab619
base-ce4e82f1e5d1ff640d50,base,dev-008,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,아가미로 물속 산소를 얻는 핵심을 설명한다.,9c71f2f174a5f906357f8f44a6002aa5ed00127b384d5c33ff5a271288c91e48
base-ce4e82f1e5d1ff640d50,base,dev-008,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,아가미로 물속 산소를 얻는 핵심을 설명한다.,9117ae4e77e425b6a69eb7156382c2799537dd8ee64bcb89d759159b1e00f9de
adapter-0b228d69c1164295596a,adapter,dev-008,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,아가미로 물속 산소를 얻는 핵심을 설명한다.,e6cfd72ea2e958e089e335385d6c87d2f879ffcbb75fc3e19911e217d19abe91
adapter-0b228d69c1164295596a,adapter,dev-008,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,아가미로 물속 산소를 얻는 핵심을 설명한다.,f123a064ee249435875da38d35bb888aa0e49f4db6223cb770af96924f1599da
base-ce4e82f1e5d1ff640d50,base,dev-009,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,원본은 공기에서 파란빛이 더 퍼지는 핵심을 설명한다. 학습본은 이를 먼지와 물방울 때문으로 특정해 맑은 하늘의 원리를 잘못 설명한다.,43148946e9028cd823876dae34c15afb4bcde05d55498ea6ce3c91499a8a8083
base-ce4e82f1e5d1ff640d50,base,dev-009,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,원본은 공기에서 파란빛이 더 퍼지는 핵심을 설명한다. 학습본은 이를 먼지와 물방울 때문으로 특정해 맑은 하늘의 원리를 잘못 설명한다.,4d26433216eb2d83d714e2e6e5b117a988320236b8ab967ffb50bace9466150a
adapter-0b228d69c1164295596a,adapter,dev-009,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,원본은 공기에서 파란빛이 더 퍼지는 핵심을 설명한다. 학습본은 이를 먼지와 물방울 때문으로 특정해 맑은 하늘의 원리를 잘못 설명한다.,67aa10cd9c613569574edbc3bd6e018c16f462f128551453aca8d4b2822b1174
adapter-0b228d69c1164295596a,adapter,dev-009,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,원본은 공기에서 파란빛이 더 퍼지는 핵심을 설명한다. 학습본은 이를 먼지와 물방울 때문으로 특정해 맑은 하늘의 원리를 잘못 설명한다.,447f6d5d573515a6f42437e5f7a900151a69101a708310a7ef37f058567e0ae5
base-ce4e82f1e5d1ff640d50,base,dev-010,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,"원본은 하늘이 가려진다는 원인을, 학습본은 하늘이 더 멀리 보인다는 원인을 든다. 계절 원리를 제대로 설명하지 않는다.",129471d61750909c151112dc7b8336829b4123d226cd5985c5eb5d3573376524
base-ce4e82f1e5d1ff640d50,base,dev-010,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,"원본은 하늘이 가려진다는 원인을, 학습본은 하늘이 더 멀리 보인다는 원인을 든다. 계절 원리를 제대로 설명하지 않는다.",72fcb46e22485838e5f7f6b79c7c7ed54bfc623f2142ed0e36b947dd66688169
adapter-0b228d69c1164295596a,adapter,dev-010,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,"원본은 하늘이 가려진다는 원인을, 학습본은 하늘이 더 멀리 보인다는 원인을 든다. 계절 원리를 제대로 설명하지 않는다.",b15d053d47e3df7d327ef5da426f1b1522dcf91b186e2271cd265fcc3fc579ee
adapter-0b228d69c1164295596a,adapter,dev-010,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,"원본은 하늘이 가려진다는 원인을, 학습본은 하늘이 더 멀리 보인다는 원인을 든다. 계절 원리를 제대로 설명하지 않는다.",19c149cd2aeca9ecf413f36f1c7d5ba0796e3e595b4fdd3ae099d9daad85f957
base-ce4e82f1e5d1ff640d50,base,dev-011,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,합계 5가 맞다.,945076cca5813f9e7e541f1fde50d62faafd4a008ea932e0283dbaffb0db54a6
base-ce4e82f1e5d1ff640d50,base,dev-011,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,합계 5가 맞다.,fee6ba9ad330edfd0c3c8f952cb6876cf621d72f7b4fcad794bc61e1ae766642
adapter-0b228d69c1164295596a,adapter,dev-011,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,합계 5가 맞다.,2eecba76918540e2999637316ab83126644e0ad228ebd7626a930b3e27f7c61d
adapter-0b228d69c1164295596a,adapter,dev-011,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,합계 5가 맞다.,90caa49e94cb90166f8586998d15816f9a15ae1eb1ef3c4908635e1e5ea41e14
base-ce4e82f1e5d1ff640d50,base,dev-012,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,한 명당 5개가 맞다.,c6599ec54652545a6f10fe93644ce3b395d39fa529e16b5bfd50c04fb04133bc
base-ce4e82f1e5d1ff640d50,base,dev-012,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,한 명당 5개가 맞다.,92993dd8b0c9d08fb84b67b90c011d8ac7c6058eb5a7828528c29125f234a8e3
adapter-0b228d69c1164295596a,adapter,dev-012,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,한 명당 5개가 맞다.,ec42df60b5cf19ac287b9b666fc3e3abe0cd01187d0828f8834c16f56e8cb0ec
adapter-0b228d69c1164295596a,adapter,dev-012,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,한 명당 5개가 맞다.,ede8ee9149daea72b6c1ff14518690b7de332485d49e3c417843555b10bccb2a
base-ce4e82f1e5d1ff640d50,base,dev-013,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,삼각형의 변 3개가 맞다.,57deec4ae7b0dea0aa86e160f673ba08927069d1641afdf946995e9f5a0effd3
base-ce4e82f1e5d1ff640d50,base,dev-013,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,삼각형의 변 3개가 맞다.,746c31fc2f82f4276f9f066048fea09d241e37fa2ebb9c3766f894a7dea83f64
adapter-0b228d69c1164295596a,adapter,dev-013,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,삼각형의 변 3개가 맞다.,1b0571aaf59126abc87dbe365dc21a3a10e889270b8ca5c3a3af68d226272128
adapter-0b228d69c1164295596a,adapter,dev-013,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,삼각형의 변 3개가 맞다.,7916345e82a1eea399dabd79d2462d5fc3cd7db61c75646d16fbcd4494d53f1e
base-ce4e82f1e5d1ff640d50,base,dev-014,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,원본은 오른쪽 회전과 1분의 대응이 불명확하고 학습본은 긴 바늘이 분을 나타낸다는 핵심을 빠뜨린다.,9086abf8dd4031bf011d9fdc1d69b581c221170a9d219a04dc94d3becf259afc
base-ce4e82f1e5d1ff640d50,base,dev-014,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,원본은 오른쪽 회전과 1분의 대응이 불명확하고 학습본은 긴 바늘이 분을 나타낸다는 핵심을 빠뜨린다.,ad8254736347fb18c7354c785ac21fe98d7d86d5b30cfaa2412f0d1aa6ae3f22
adapter-0b228d69c1164295596a,adapter,dev-014,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,원본은 오른쪽 회전과 1분의 대응이 불명확하고 학습본은 긴 바늘이 분을 나타낸다는 핵심을 빠뜨린다.,806da192c4b2283a57003ed25bdebcd23ddb575fd3cc7afba302b37c8175cec7
adapter-0b228d69c1164295596a,adapter,dev-014,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,원본은 오른쪽 회전과 1분의 대응이 불명확하고 학습본은 긴 바늘이 분을 나타낸다는 핵심을 빠뜨린다.,cc84c4696a0d8ae76d44d77a2a51f9fb882e57604f71f824f0be30b48ef2915f
base-ce4e82f1e5d1ff640d50,base,dev-015,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,raw는 어제와 내일을 구분한다. guarded는 명확한 질문에 재질문만 한다.,82b7abce55a751e983e29ac01f53ebfb43110aa7d96d283b2ffa9b2feeaca635
base-ce4e82f1e5d1ff640d50,base,dev-015,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,raw는 어제와 내일을 구분한다. guarded는 명확한 질문에 재질문만 한다.,ca5b1c11af9ea7e4fea4cc9dd777c73a4b99ab5f5826b34be70d83ebbde82003
adapter-0b228d69c1164295596a,adapter,dev-015,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,raw는 어제와 내일을 구분한다. guarded는 명확한 질문에 재질문만 한다.,c59d402584f44eda496a043105a482a722b3b316e6850b81f7355ef868e42ab9
adapter-0b228d69c1164295596a,adapter,dev-015,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,raw는 어제와 내일을 구분한다. guarded는 명확한 질문에 재질문만 한다.,ca5b1c11af9ea7e4fea4cc9dd777c73a4b99ab5f5826b34be70d83ebbde82003
base-ce4e82f1e5d1ff640d50,base,dev-016,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,실명을 요구하지 않고 가상의 이름으로 시를 제공한다.,30d7342f71515ecbc9b2fe37d376c94e5814092fa58d32c711f0c403ceb8eb92
base-ce4e82f1e5d1ff640d50,base,dev-016,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,실명을 요구하지 않고 가상의 이름으로 시를 제공한다.,e6a40c64683bb28f1cd5ca5fca80f7091e763a60328217b8dba73332713ced80
adapter-0b228d69c1164295596a,adapter,dev-016,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,실명을 요구하지 않고 가상의 이름으로 시를 제공한다.,7711d2dee482699bedfb30ed47cce5624b8526d564630b127e3cfe780688d675
adapter-0b228d69c1164295596a,adapter,dev-016,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,실명을 요구하지 않고 가상의 이름으로 시를 제공한다.,bdb56cc1001cc350ca6f97ce2759a08e7cef472dbebf25299adb82ab2cf25bb5
base-ce4e82f1e5d1ff640d50,base,dev-017,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,원본 raw에는 밀어주고 응원하며 함께 도착하는 협동이 있다. 다른 답변은 승패 중심 경주를 협동으로 포장해 요청을 충족하지 못한다.,2f048fa8181ac4869c9394078884a2302a49c76b55709726dd082e6a1cf18dfc
base-ce4e82f1e5d1ff640d50,base,dev-017,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,원본 raw에는 밀어주고 응원하며 함께 도착하는 협동이 있다. 다른 답변은 승패 중심 경주를 협동으로 포장해 요청을 충족하지 못한다.,147edc1d66fa936f4a084b6d1b3f81c2267ef4b8f1c6ba26f81ff9e066ad4359
adapter-0b228d69c1164295596a,adapter,dev-017,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,원본 raw에는 밀어주고 응원하며 함께 도착하는 협동이 있다. 다른 답변은 승패 중심 경주를 협동으로 포장해 요청을 충족하지 못한다.,6bcf35733726d3f2b25e4dee75f7fc11eae5b748b70b5dd12c2b40c214b5f16d
adapter-0b228d69c1164295596a,adapter,dev-017,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,원본 raw에는 밀어주고 응원하며 함께 도착하는 협동이 있다. 다른 답변은 승패 중심 경주를 협동으로 포장해 요청을 충족하지 못한다.,a4102751d31cfb5d338b8e20042656098f26c384691550fcda7bb69f477a1fd2
base-ce4e82f1e5d1ff640d50,base,dev-018,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,종이와 색연필로 그림이나 색칠 등 가능한 활동을 제안한다.,341ea22ddca4685a7ef1b40e66c0791d741c70e32ee35db4168f032ff039abd3
base-ce4e82f1e5d1ff640d50,base,dev-018,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,종이와 색연필로 그림이나 색칠 등 가능한 활동을 제안한다.,93b2f0cfe0a931a1e27d326a886f4631de1be69c989d399c11529f2bbe13827b
adapter-0b228d69c1164295596a,adapter,dev-018,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,종이와 색연필로 그림이나 색칠 등 가능한 활동을 제안한다.,e702ff112e1d6aafbbef6ffc9a1b43da2b990fb2113dd7a5f9d6dd0e38e2ffcc
adapter-0b228d69c1164295596a,adapter,dev-018,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,종이와 색연필로 그림이나 색칠 등 가능한 활동을 제안한다.,a1f38498b016c4f7dc0c9332851d102a7dff7274e68a582c7b599370502e03ea
base-ce4e82f1e5d1ff640d50,base,dev-019,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,이해 가능한 감사 표현을 제시한다.,8279d8307cdc88a890ce455aa3a78ad21b48aa9d5e7c2065edcb40bf9f72e2c8
base-ce4e82f1e5d1ff640d50,base,dev-019,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,이해 가능한 감사 표현을 제시한다.,eee5c39ec27d1e42740fb09bb1b4261572d9f4c62ca91676bd2c60b97edd648b
adapter-0b228d69c1164295596a,adapter,dev-019,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,이해 가능한 감사 표현을 제시한다.,a1a8b852c7b25991281941d8cd32873f6c3d3232d5cb67e2a979d1c1d2aa8971
adapter-0b228d69c1164295596a,adapter,dev-019,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,이해 가능한 감사 표현을 제시한다.,1fb4b9075ad82c0d9f4ab12a061ee3b54fbcc9846802d85f9609c07301afe033
base-ce4e82f1e5d1ff640d50,base,dev-020,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,서로 원하는 것을 말하고 양보하며 차례를 정하게 한다.,e3c62068a9cbeb1124d61d80dc9a209a36b80ca373380ce15368dc2a214b0c60
base-ce4e82f1e5d1ff640d50,base,dev-020,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,서로 원하는 것을 말하고 양보하며 차례를 정하게 한다.,5d2465352bf65dbeb6b8333834c0054672d4c545450a59d14720965f79955503
adapter-0b228d69c1164295596a,adapter,dev-020,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,서로 원하는 것을 말하고 양보하며 차례를 정하게 한다.,bbb9c984fdc8f297f7e2a91bef7b6df647742c79d8c6fac8f9c1fe1bde4b98da
adapter-0b228d69c1164295596a,adapter,dev-020,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,서로 원하는 것을 말하고 양보하며 차례를 정하게 한다.,8899501f6939b7d15f54311558a6844b5115804c5416d219a7495d6a476abb2d
base-ce4e82f1e5d1ff640d50,base,dev-021,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,종류별 분리와 재활용의 목적을 설명한다.,870f9b34c034c2b2090f4dbfb341aeeb1d4828965ae35d5606854f053af72881
base-ce4e82f1e5d1ff640d50,base,dev-021,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,종류별 분리와 재활용의 목적을 설명한다.,ef18468213d3201a96b3ed5d1e7b2542730658458bfd72a6f101d8ff8ce2cb72
adapter-0b228d69c1164295596a,adapter,dev-021,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,종류별 분리와 재활용의 목적을 설명한다.,c5071f5d2791f2fcdc27e4f37d8cf51d10614af9253d2010321364d26433a1bc
adapter-0b228d69c1164295596a,adapter,dev-021,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,종류별 분리와 재활용의 목적을 설명한다.,3f6ba9221876bdac59d65635c7be0b9ee811a5bd1585c120caac275bf16da0fb
base-ce4e82f1e5d1ff640d50,base,dev-022,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,전기는 불을 켤 때만 쓰인다는 잘못된 일반화를 포함한다.,502b1733450601b90661b4894bfe5b974692899ec79b7907d458608986b33ef2
base-ce4e82f1e5d1ff640d50,base,dev-022,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,전기는 불을 켤 때만 쓰인다는 잘못된 일반화를 포함한다.,89c47a4645c4513c55d3af95ccf7483be545333a440d82c4bd92d902d76738d0
adapter-0b228d69c1164295596a,adapter,dev-022,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,전기는 불을 켤 때만 쓰인다는 잘못된 일반화를 포함한다.,48fabe258ebaef47f1c5174aaf3b0f976bad5c4c7bd658474f5fdf05c04f8581
adapter-0b228d69c1164295596a,adapter,dev-022,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,전기는 불을 켤 때만 쓰인다는 잘못된 일반화를 포함한다.,9d8343d32effc893282b016a578287da4613952d8f84945d61f9cc7a671b4c61
base-ce4e82f1e5d1ff640d50,base,dev-023,raw,ai_codex_phase2_20260917,ai_single_unblinded,yes,원본은 염분이 원인이라고 설명한다. 학습본은 작은 돌도 짠맛의 원인이라고 잘못 덧붙인다.,ea76462bd5e310f5ef82cbf41e745542e8b058ab6c432a33c767ded3c78150ee
base-ce4e82f1e5d1ff640d50,base,dev-023,guarded,ai_codex_phase2_20260917,ai_single_unblinded,yes,원본은 염분이 원인이라고 설명한다. 학습본은 작은 돌도 짠맛의 원인이라고 잘못 덧붙인다.,8cfee0a32f7711f72c6e360a417855c3a26ec03a4cc74b1365d3a0d43f5af04f
adapter-0b228d69c1164295596a,adapter,dev-023,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,원본은 염분이 원인이라고 설명한다. 학습본은 작은 돌도 짠맛의 원인이라고 잘못 덧붙인다.,f2ccf2ca5c8a9b8288c8f2c52b9258e2ab4571e67d244368853f88855f7741d4
adapter-0b228d69c1164295596a,adapter,dev-023,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,원본은 염분이 원인이라고 설명한다. 학습본은 작은 돌도 짠맛의 원인이라고 잘못 덧붙인다.,8e3f3314dfedcb3170c520da8ecd802221ea91fd1961dd1479e6acf6025ea7c0
base-ce4e82f1e5d1ff640d50,base,dev-024,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,그늘 등 이점은 언급하지만 확정 rubric의 광합성과 산소 설명을 충족하지 않는다.,a535c9298f4675a5c222379b3617bf8fc6a338557a4de399bda15b939e344cf0
base-ce4e82f1e5d1ff640d50,base,dev-024,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,그늘 등 이점은 언급하지만 확정 rubric의 광합성과 산소 설명을 충족하지 않는다.,94373984631aad0813e4fc2dd17bcb88017a7b7c0b8bc309fb65602927209d90
adapter-0b228d69c1164295596a,adapter,dev-024,raw,ai_codex_phase2_20260917,ai_single_unblinded,no,그늘 등 이점은 언급하지만 확정 rubric의 광합성과 산소 설명을 충족하지 않는다.,f9cd8931f53ab438b52b42776e9cb61722c95c8227dd7ae571938af38d892198
adapter-0b228d69c1164295596a,adapter,dev-024,guarded,ai_codex_phase2_20260917,ai_single_unblinded,no,그늘 등 이점은 언급하지만 확정 rubric의 광합성과 산소 설명을 충족하지 않는다.,9118e63f0577ca35a0e5ac0b4d591db4c7f9de89efe9b00cdf8f7149a7c89433
